product_id,name,slug,brand,model,sku,category,price,original_price,discount_percentage,currency,description,short_description,specifications_json,rating,review_count,stock,warranty,use_cases_json,tags_json,images_json,color_options_json,highlights_json,featured,created_at,updated_at
KEY-003,Keychron Typist-Series Keyboard 3,keychron-typist-series-keyboard-3,Keychron,Typist 3,SKU-KEY-003,Keyboards,5100,5400,6,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",4.2,60,48,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-003.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-004,Logitech Typist-Series Keyboard 4,logitech-typist-series-keyboard-4,Logitech,Typist 4,SKU-KEY-004,Keyboards,6300,6600,5,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",4.3,70,48,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-004.webp""]",,,true,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-005,Razer Typist-Series Keyboard 5,razer-typist-series-keyboard-5,Razer,Typist 5,SKU-KEY-005,Keyboards,7500,7800,4,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",4.5,80,0,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-005.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-006,Corsair Typist-Series Keyboard 6,corsair-typist-series-keyboard-6,Corsair,Typist 6,SKU-KEY-006,Keyboards,8700,9000,3,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",4.6,90,48,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-007,Keychron Typist-Series Keyboard 7,keychron-typist-series-keyboard-7,Keychron,Typist 7,SKU-KEY-007,Keyboards,9900,10200,3,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",4.8,100,48,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-008,Logitech Typist-Series Keyboard 8,logitech-typist-series-keyboard-8,Logitech,Typist 8,SKU-KEY-008,Keyboards,11100,11400,3,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",3.7,110,5,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-008.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-001,PrecisionPointer Ergonomic Mouse,precisionpointer-ergonomic-mouse,Logitech,MX Master 3S,SKU-MOU-001,Mice,9499,10999,14,INR,"An advanced ergonomic mouse featuring high-speed electromagnetic scrolling, an 8000 DPI tracking sensor, and quiet click switches. Built to support multi-device workflows, it can transition across three computing screens seamlessly, reducing forearm muscle strain during prolonged design or programming tasks.","Advanced ergonomic wireless mouse with silent clicks, rapid metal scrolling, and multi-device connection.","{""Sensor DPI"":""8000 DPI (Adjustable)"",""Connectivity"":""Bluetooth / Logi Bolt Wireless"",""Button Count"":""7 Buttons"",""Scroll Wheel"":""MagSpeed Electromagnetic SmartWheel"",""Battery Life"":""Up to 70 days on full charge"",""Weight"":""141 g""}",4.8,220,40,1 year,"[""Office work"",""Graphic design"",""Video editing"",""Programming""]","[""ergonomic-mouse"",""wireless-mouse"",""logitech"",""multi-device-mouse"",""productivity-mouse""]","[""/images/products/mice/mou-001.webp""]","[""Graphite Black"",""Pale Gray""]","[""8K DPI Glass Tracking Sensor"",""MagSpeed Quiet-Scroller Wheel"",""USB-C Quick-Charge Power""]",true,2026-07-01T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-002,Corsair PointerForce v2,corsair-pointerforce-v2,Corsair,PointerForce 2,SKU-MOU-002,Mice,2799,3000,7,INR,A standard wireless computer mouse built with optical sensors to provide reliable daily navigation. The compact body fits easily inside laptop bags for travel convenience.,Compact optical wireless mouse designed for general computing tasks and remote study.,"{""Sensor DPI"":""1600 DPI"",""Connectivity"":""2.4 GHz USB Wireless Dongle"",""Button Count"":""3 Buttons"",""Scroll Wheel"":""Standard rubber scroller"",""Battery Life"":""Up to 12 months (AA battery)"",""Weight"":""85 g""}",4,56,55,1 year,"[""Everyday use"",""Office work"",""Travel""]","[""mouse"",""wireless-pointer"",""usb-dongle"",""office-accessories""]","[""/images/products/mice/mou-002.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-003,Logitech PointerForce v3,logitech-pointerforce-v3,Logitech,PointerForce 3,SKU-MOU-003,Mice,3699,3900,5,INR,A standard wireless computer mouse built with optical sensors to provide reliable daily navigation. The compact body fits easily inside laptop bags for travel convenience.,Compact optical wireless mouse designed for general computing tasks and remote study.,"{""Sensor DPI"":""1600 DPI"",""Connectivity"":""2.4 GHz USB Wireless Dongle"",""Button Count"":""3 Buttons"",""Scroll Wheel"":""Standard rubber scroller"",""Battery Life"":""Up to 12 months (AA battery)"",""Weight"":""85 g""}",4.1,64,0,1 year,"[""Everyday use"",""Office work"",""Travel""]","[""mouse"",""wireless-pointer"",""usb-dongle"",""office-accessories""]","[""/images/products/mice/mou-003.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-004,Razer PointerForce v4,razer-pointerforce-v4,Razer,PointerForce 4,SKU-MOU-004,Mice,4599,4800,4,INR,A standard wireless computer mouse built with optical sensors to provide reliable daily navigation. The compact body fits easily inside laptop bags for travel convenience.,Compact optical wireless mouse designed for general computing tasks and remote study.,"{""Sensor DPI"":""1600 DPI"",""Connectivity"":""2.4 GHz USB Wireless Dongle"",""Button Count"":""3 Buttons"",""Scroll Wheel"":""Standard rubber scroller"",""Battery Life"":""Up to 12 months (AA battery)"",""Weight"":""85 g""}",4.3,72,55,1 year,"[""Everyday use"",""Office work"",""Travel""]","[""mouse"",""wireless-pointer"",""usb-dongle"",""office-accessories""]","[""/images/products/mice/mou-004.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-005,Corsair PointerForce v5,corsair-pointerforce-v5,Corsair,PointerForce 5,SKU-MOU-005,Mice,5499,5700,4,INR,A standard wireless computer mouse built with optical sensors to provide reliable daily navigation. The compact body fits easily inside laptop bags for travel convenience.,Compact optical wireless mouse designed for general computing tasks and remote study.,"{""Sensor DPI"":""1600 DPI"",""Connectivity"":""2.4 GHz USB Wireless Dongle"",""Button Count"":""3 Buttons"",""Scroll Wheel"":""Standard rubber scroller"",""Battery Life"":""Up to 12 months (AA battery)"",""Weight"":""85 g""}",4.5,80,55,1 year,"[""Everyday use"",""Office work"",""Travel""]","[""mouse"",""wireless-pointer"",""usb-dongle"",""office-accessories""]","[""/images/products/mice/mou-005.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-006,Logitech PointerForce v6,logitech-pointerforce-v6,Logitech,PointerForce 6,SKU-MOU-006,Mice,6399,6600,3,INR,A standard wireless computer mouse built with optical sensors to provide reliable daily navigation. The compact body fits easily inside laptop bags for travel convenience.,Compact optical wireless mouse designed for general computing tasks and remote study.,"{""Sensor DPI"":""1600 DPI"",""Connectivity"":""2.4 GHz USB Wireless Dongle"",""Button Count"":""3 Buttons"",""Scroll Wheel"":""Standard rubber scroller"",""Battery Life"":""Up to 12 months (AA battery)"",""Weight"":""85 g""}",4.7,88,3,1 year,"[""Everyday use"",""Office work"",""Travel""]","[""mouse"",""wireless-pointer"",""usb-dongle"",""office-accessories""]","[""/images/products/mice/mou-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MOU-007,Razer PointerForce v7,razer-pointerforce-v7,Razer,PointerForce 7,SKU-MOU-007,Mice,7299,7500,3,INR,A standard wireless computer mouse built with optical sensors to provide reliable daily navigation. The compact body fits easily inside laptop bags for travel convenience.,Compact optical wireless mouse designed for general computing tasks and remote study.,"{""Sensor DPI"":""1600 DPI"",""Connectivity"":""2.4 GHz USB Wireless Dongle"",""Button Count"":""3 Buttons"",""Scroll Wheel"":""Standard rubber scroller"",""Battery Life"":""Up to 12 months (AA battery)"",""Weight"":""85 g""}",3.6,96,55,1 year,"[""Everyday use"",""Office work"",""Travel""]","[""mouse"",""wireless-pointer"",""usb-dongle"",""office-accessories""]","[""/images/products/mice/mou-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-001,LuminaAudio ANC Studio Over-Ear,luminaaudio-anc-studio-over-ear,Sony,LuminaAudio WH-01,SKU-AUD-001,Headphones,24999,29999,17,INR,"Premium active noise-canceling headphones configured for video editors, music producers, and office workers. Integrating high-fidelity audio drivers, it eliminates distracting environment hums, while soft memory foam ear cups ensure comfort during extended usage.","Active noise-canceling wireless headphones with studio sound tuning, high density battery, and fold-flat design.","{""Driver Size"":""40 mm Dynamic Dome"",""Frequency Range"":""4 Hz - 40,000 Hz"",""Noise Canceling"":""Dual Noise Sensor Processor"",""Battery Life"":""Up to 30 hours (ANC On)"",""Codec Support"":""LDAC, AAC, SBC"",""Connectivity"":""Bluetooth 5.2 / 3.5mm Stereo Cable""}",4.8,180,15,1 year,"[""Office work"",""Video editing"",""Travel"",""Everyday use""]","[""noise-cancelling"",""wireless-headphones"",""anc-headphones"",""sony-audio"",""studio-sound""]","[""/images/products/headphones/aud-001.webp""]","[""Midnight Black"",""Platinum Silver""]","[""Industry-leading Active Noise Cancel"",""Hi-Res Audio LDAC Codec Support"",""Speak-to-Chat Automatic Pause""]",true,2026-07-01T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-002,Sennheiser SoundPro Plus 2,sennheiser-soundpro-plus-2,Sennheiser,SoundPro 2,SKU-AUD-002,Headphones,6900,7400,7,INR,Highly responsive in-ear wireless earphones delivering deep bass response. The water-resistant construction makes it appropriate for outdoor exercise sessions.,Water-resistant wireless earphones delivering clear spatial sound and long battery life.,"{""Driver Size"":""12 mm"",""Frequency Range"":""20 Hz - 20,000 Hz"",""Noise Canceling"":""Passive isolating seal"",""Battery Life"":""Up to 8 hours playback"",""Codec Support"":""AAC, SBC"",""Connectivity"":""Bluetooth 5.0""}",4.2,53,32,1 year,"[""Everyday use"",""Travel""]","[""headphones"",""earbuds"",""water-resistant"",""bluetooth-audio""]","[""/images/products/headphones/aud-002.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-003,JBL SoundPro Plus 3,jbl-soundpro-plus-3,JBL,SoundPro 3,SKU-AUD-003,Headphones,9100,9600,5,INR,Highly responsive in-ear wireless earphones delivering deep bass response. The water-resistant construction makes it appropriate for outdoor exercise sessions.,Water-resistant wireless earphones delivering clear spatial sound and long battery life.,"{""Driver Size"":""12 mm"",""Frequency Range"":""20 Hz - 20,000 Hz"",""Noise Canceling"":""Passive isolating seal"",""Battery Life"":""Up to 8 hours playback"",""Codec Support"":""AAC, SBC"",""Connectivity"":""Bluetooth 5.0""}",4.3,62,32,1 year,"[""Everyday use"",""Travel""]","[""headphones"",""earbuds"",""water-resistant"",""bluetooth-audio""]","[""/images/products/headphones/aud-003.webp""]",,,true,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-004,Bose SoundPro Plus 4,bose-soundpro-plus-4,Bose,SoundPro 4,SKU-AUD-004,Headphones,11300,11800,4,INR,Highly responsive in-ear wireless earphones delivering deep bass response. The water-resistant construction makes it appropriate for outdoor exercise sessions.,Water-resistant wireless earphones delivering clear spatial sound and long battery life.,"{""Driver Size"":""12 mm"",""Frequency Range"":""20 Hz - 20,000 Hz"",""Noise Canceling"":""Passive isolating seal"",""Battery Life"":""Up to 8 hours playback"",""Codec Support"":""AAC, SBC"",""Connectivity"":""Bluetooth 5.0""}",4.5,71,0,1 year,"[""Everyday use"",""Travel""]","[""headphones"",""earbuds"",""water-resistant"",""bluetooth-audio""]","[""/images/products/headphones/aud-004.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-005,Sennheiser SoundPro Plus 5,sennheiser-soundpro-plus-5,Sennheiser,SoundPro 5,SKU-AUD-005,Headphones,13500,14000,4,INR,Highly responsive in-ear wireless earphones delivering deep bass response. The water-resistant construction makes it appropriate for outdoor exercise sessions.,Water-resistant wireless earphones delivering clear spatial sound and long battery life.,"{""Driver Size"":""12 mm"",""Frequency Range"":""20 Hz - 20,000 Hz"",""Noise Canceling"":""Passive isolating seal"",""Battery Life"":""Up to 8 hours playback"",""Codec Support"":""AAC, SBC"",""Connectivity"":""Bluetooth 5.0""}",4.7,80,2,1 year,"[""Everyday use"",""Travel""]","[""headphones"",""earbuds"",""water-resistant"",""bluetooth-audio""]","[""/images/products/headphones/aud-005.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-006,JBL SoundPro Plus 6,jbl-soundpro-plus-6,JBL,SoundPro 6,SKU-AUD-006,Headphones,15700,16200,3,INR,Highly responsive in-ear wireless earphones delivering deep bass response. The water-resistant construction makes it appropriate for outdoor exercise sessions.,Water-resistant wireless earphones delivering clear spatial sound and long battery life.,"{""Driver Size"":""12 mm"",""Frequency Range"":""20 Hz - 20,000 Hz"",""Noise Canceling"":""Passive isolating seal"",""Battery Life"":""Up to 8 hours playback"",""Codec Support"":""AAC, SBC"",""Connectivity"":""Bluetooth 5.0""}",4.8,89,32,1 year,"[""Everyday use"",""Travel""]","[""headphones"",""earbuds"",""water-resistant"",""bluetooth-audio""]","[""/images/products/headphones/aud-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
AUD-007,Bose SoundPro Plus 7,bose-soundpro-plus-7,Bose,SoundPro 7,SKU-AUD-007,Headphones,17900,18400,3,INR,Highly responsive in-ear wireless earphones delivering deep bass response. The water-resistant construction makes it appropriate for outdoor exercise sessions.,Water-resistant wireless earphones delivering clear spatial sound and long battery life.,"{""Driver Size"":""12 mm"",""Frequency Range"":""20 Hz - 20,000 Hz"",""Noise Canceling"":""Passive isolating seal"",""Battery Life"":""Up to 8 hours playback"",""Codec Support"":""AAC, SBC"",""Connectivity"":""Bluetooth 5.0""}",3.9,98,32,1 year,"[""Everyday use"",""Travel""]","[""headphones"",""earbuds"",""water-resistant"",""bluetooth-audio""]","[""/images/products/headphones/aud-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-001,MultiPort USB-C Hub 8-in-1,multiport-usb-c-hub-8-in-1,Anker,8-in-1 Hub,SKU-ACC-001,Accessories,4999,5999,17,INR,"An essential expansion accessory that transforms a single laptop USB-C port into a dynamic workstation hub. Packing high-definition HDMI video support, USB data connectors, and high-speed memory card reader slots, it fulfills daily connectivity requirements.",Aluminium 8-in-1 USB-C docking hub with HDMI 4K video output and fast power delivery pass-through.,"{""Input Connection"":""USB-C male cable"",""Output Ports"":""1x HDMI 4K, 2x USB-A 3.0, 1x USB-C Power Delivery, 1x SD Slot, 1x MicroSD Slot, 1x Ethernet Port"",""Power Pass-through"":""Up to 100W PD charging input"",""Material"":""Aluminium alloy casing"",""Cable Length"":""15 cm""}",4.5,140,60,6 months,"[""Office work"",""Programming"",""Travel""]","[""usb-c-hub"",""multiport-adapter"",""laptop-accessories"",""anker-power""]","[""/images/products/accessories/acc-001.webp""]","[""Space Grey"",""Anodized Silver""]","[""4K HDMI Video Transmission"",""100W Fast Charging Inset"",""Gigabit Ethernet Connection""]",true,2026-07-01T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-002,SanDisk PowerSafe Cable 2m,sandisk-powersafe-cable-2m,SanDisk,PowerSafe 2M,SKU-ACC-002,Accessories,1299,1399,7,INR,"A highly durable nylon-braided connectivity cable designed to handle high data transfer speeds and quick device charging rates. Tested to sustain over 10,000 bends for durability.",Braided fast-charging adapter cable with durable strain-relief collars.,"{""Cable Type"":""USB-C to USB-C"",""Data Speed"":""Up to 480 Mbps"",""Charging Power"":""Supports up to 60W charging"",""Material"":""Double-braided nylon jacket"",""Length"":""2 meters""}",4.1,80,80,6 months,"[""Everyday use"",""Office work"",""Travel""]","[""cable"",""usb-c-cable"",""charging-accessories"",""durable-braid""]","[""/images/products/accessories/acc-002.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-003,Anker PowerSafe Cable 3m,anker-powersafe-cable-3m,Anker,PowerSafe 3M,SKU-ACC-003,Accessories,1599,1699,6,INR,"A highly durable nylon-braided connectivity cable designed to handle high data transfer speeds and quick device charging rates. Tested to sustain over 10,000 bends for durability.",Braided fast-charging adapter cable with durable strain-relief collars.,"{""Cable Type"":""USB-C to USB-C"",""Data Speed"":""Up to 480 Mbps"",""Charging Power"":""Supports up to 60W charging"",""Material"":""Double-braided nylon jacket"",""Length"":""3 meters""}",4.3,95,0,6 months,"[""Everyday use"",""Office work"",""Travel""]","[""cable"",""usb-c-cable"",""charging-accessories"",""durable-braid""]","[""/images/products/accessories/acc-003.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-004,Belkin PowerSafe Cable 4m,belkin-powersafe-cable-4m,Belkin,PowerSafe 4M,SKU-ACC-004,Accessories,1899,1999,5,INR,"A highly durable nylon-braided connectivity cable designed to handle high data transfer speeds and quick device charging rates. Tested to sustain over 10,000 bends for durability.",Braided fast-charging adapter cable with durable strain-relief collars.,"{""Cable Type"":""USB-C to USB-C"",""Data Speed"":""Up to 480 Mbps"",""Charging Power"":""Supports up to 60W charging"",""Material"":""Double-braided nylon jacket"",""Length"":""4 meters""}",4.4,110,80,6 months,"[""Everyday use"",""Office work"",""Travel""]","[""cable"",""usb-c-cable"",""charging-accessories"",""durable-braid""]","[""/images/products/accessories/acc-004.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-005,SanDisk PowerSafe Cable 5m,sandisk-powersafe-cable-5m,SanDisk,PowerSafe 5M,SKU-ACC-005,Accessories,2199,2299,4,INR,"A highly durable nylon-braided connectivity cable designed to handle high data transfer speeds and quick device charging rates. Tested to sustain over 10,000 bends for durability.",Braided fast-charging adapter cable with durable strain-relief collars.,"{""Cable Type"":""USB-C to USB-C"",""Data Speed"":""Up to 480 Mbps"",""Charging Power"":""Supports up to 60W charging"",""Material"":""Double-braided nylon jacket"",""Length"":""5 meters""}",4.6,125,4,6 months,"[""Everyday use"",""Office work"",""Travel""]","[""cable"",""usb-c-cable"",""charging-accessories"",""durable-braid""]","[""/images/products/accessories/acc-005.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-006,Anker PowerSafe Cable 6m,anker-powersafe-cable-6m,Anker,PowerSafe 6M,SKU-ACC-006,Accessories,2499,2599,4,INR,"A highly durable nylon-braided connectivity cable designed to handle high data transfer speeds and quick device charging rates. Tested to sustain over 10,000 bends for durability.",Braided fast-charging adapter cable with durable strain-relief collars.,"{""Cable Type"":""USB-C to USB-C"",""Data Speed"":""Up to 480 Mbps"",""Charging Power"":""Supports up to 60W charging"",""Material"":""Double-braided nylon jacket"",""Length"":""6 meters""}",4.8,140,80,6 months,"[""Everyday use"",""Office work"",""Travel""]","[""cable"",""usb-c-cable"",""charging-accessories"",""durable-braid""]","[""/images/products/accessories/acc-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
ACC-007,Belkin PowerSafe Cable 7m,belkin-powersafe-cable-7m,Belkin,PowerSafe 7M,SKU-ACC-007,Accessories,2799,2899,3,INR,"A highly durable nylon-braided connectivity cable designed to handle high data transfer speeds and quick device charging rates. Tested to sustain over 10,000 bends for durability.",Braided fast-charging adapter cable with durable strain-relief collars.,"{""Cable Type"":""USB-C to USB-C"",""Data Speed"":""Up to 480 Mbps"",""Charging Power"":""Supports up to 60W charging"",""Material"":""Double-braided nylon jacket"",""Length"":""7 meters""}",3.8,155,80,6 months,"[""Everyday use"",""Office work"",""Travel""]","[""cable"",""usb-c-cable"",""charging-accessories"",""durable-braid""]","[""/images/products/accessories/acc-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
